path,speaker_id,text,text_id
train\real\LibriTTS\6139\6139_58868_000064_000001_011025.wav,6139,"Heads were thrust out of the windows as the two vanished up the dusty pike, and an old graybeard loafing in front of the corner grocery gave an amused chuckle.",6139_58868_000064_000001
train\real\LibriTTS\7981\7981_112056_000015_000000_011026.wav,7981,It happened one day that Vincent was sent to the bedside of a dying peasant who had always borne a good character and was considered an excellent Christian.,7981_112056_000015_000000
train\real\LibriTTS\1903\1903_132499_000036_000001_011027.wav,1903,"""I've been thinking all this time that we were simply boring you and now I see that there is a great sorrow in store for you, and that's why you are miserable.",1903_132499_000036_000001
train\real\LibriTTS\3549\3549_8890_000009_000000_011028.wav,3549,"""'tis how I do it when they baint here, maister,"" mildly expostulated Creedle, in an aside audible to all the company.",3549_8890_000009_000000
train\real\LibriTTS\2269\2269_88761_000029_000003_011029.wav,2269,"I suppose we can only hope that something may put a stop to it all-we must just leave it to chance.""",2269_88761_000029_000003
train\real\LibriTTS\667\667_158816_000039_000004_011030.wav,667,"He was now silent, but still looking down upon her as he stood motionless upon the rug,--so that she was compelled to speak again.",667_158816_000039_000004
train\real\LibriTTS\7867\7867_275218_000013_000000_011031.wav,7867,"There it lay for ages, till the earth gave a great, long heave, that raised the rest of Wisconsin out of the ocean, and the mud around our Favosites' house packed and dried into hard rock and closed it in; and so it became part of the dry land.",7867_275218_000013_000000
train\real\LibriTTS\2240\2240_148529_000004_000000_011033.wav,2240,"In those countries in which unhappily irreligion and democracy coexist, the most important duty of philosophers and of those in power is to be always striving to place the objects of human actions far beyond man's immediate range.",2240_148529_000004_000000
train\real\LibriTTS\6288\6288_63105_000016_000004_011035.wav,6288,"""Susan, how-how IS he?"" she finished unsteadily.",6288_63105_000016_000004
train\real\LibriTTS\1826\1826_142752_000013_000002_011036.wav,1826,"For all refutation must begin with some piece of knowledge which the disputants share; from blank doubt, no argument can begin.",1826_142752_000013_000002
train\real\LibriTTS\868\868_131296_000006_000005_011037.wav,868,It was whispered to Hideyoshi that the fatal potion was to be administered to him with a cup of the green beverage prepared by the tea master.,868_131296_000006_000005
train\real\LibriTTS\6233\6233_36633_000067_000000_011038.wav,6233,"And as I stared at this desolate wreckage, Captain Nemo told me in a solemn voice:",6233_36633_000067_000000
train\real\LibriTTS\175\175_123036_000018_000000_011039.wav,175,"The next minute Jerry was on the box; with a cheery chirrup to me, and a twitch of the rein that I well understood.",175_123036_000018_000000
train\real\LibriTTS\764\764_132272_000013_000009_011040.wav,764,"The first, that simulation and dissimulation commonly carry with them a show of fearfulness, which in any business, doth spoil the feathers, of round flying up to the mark.",764_132272_000013_000009
train\real\LibriTTS\3380\3380_6175_000022_000000_011041.wav,3380,"The next morning she woke in the arms of the wise woman; the horror had vanished from her sight, and two heavenly eyes were gazing upon her. She wept and clung to her, and the more she clung, the more tenderly did the great strong arms close around her.",3380_6175_000022_000000
train\real\LibriTTS\4957\4957_23295_000044_000000_011043.wav,4957,"Notwithstanding the joy of mr Sandford's presence, once more to cheer their solitary dwelling; no sooner were the first kind greetings over, than the dread of what he might have to inform them of, possessed poor Matilda and Miss Woodley so powerfully, that all their gladness was changed into affright.",4957_23295_000044_000000
train\real\LibriTTS\7498\7498_99157_000006_000007_011045.wav,7498,Amongst those who were honoured in patronising her labour of piety was Mr Rand of the Botanical Garden at Chelsea.,7498_99157_000006_000007
train\real\LibriTTS\7949\7949_39970_000027_000013_011046.wav,7949,To attend to material because there is something to be done in which the person is concerned is not disciplinary in this view; not even if it results in a desirable increase of constructive power.,7949_39970_000027_000013
train\real\LibriTTS\8786\8786_276735_000006_000005_011048.wav,8786,Any effort on the part of the others to force the seceding State to consent to come back is an attempt at subjugation.,8786_276735_000006_000005
train\real\LibriTTS\100\100_122655_000007_000001_011049.wav,100,"In her animal spirits there was an affluence of life and certainty of flow, such as excited my wonder, while it baffled my comprehension.",100_122655_000007_000001
train\real\LibriTTS\8573\8573_286306_000039_000002_011050.wav,8573,"They had absolute confidence in their general, and were willing to undertake the most tremendous labours and to engage in the most arduous conflicts to please him, knowing that he, on his part, was unwearied in promoting their comfort and well being at all other times.",8573_286306_000039_000002
train\real\LibriTTS\2238\2238_121415_000100_000001_011052.wav,2238,"The people were in an excited mood, but, like a swarm of frightened bees, seemed not to know at what point to concentrate; and it was very evident that if leaders of the people were not provided all this agitation would pass off in idle buzzing.",2238_121415_000100_000001
train\real\LibriTTS\5975\5975_54006_000003_000003_011054.wav,5975,"Only do not call upon Zadok, the King of the Demons, in this thy trouble.""",5975_54006_000003_000003
train\real\LibriTTS\5290\5290_26685_000039_000004_011055.wav,5290,She neither wept nor prayed; and the red spot burned against the creamy whiteness of her skin.,5290_26685_000039_000004
train\real\LibriTTS\6373\6373_65772_000014_000001_011056.wav,6373,"With the means thus accruing I proceeded to procure at intervals, cambric muslin, very fine, in pieces of twelve yards each; twine; a lot of the varnish of caoutchouc; a large and deep basket of wicker work, made to order; and several other articles necessary in the construction and equipment of a balloon of extraordinary dimensions.",6373_65772_000014_000001
train\real\LibriTTS\4854\4854_24731_000029_000007_011059.wav,4854,"If, from this absurdity of theirs, they persist in drawing the conclusion that extended substance must be finite, they will in good sooth be acting like a man who asserts that circles have the properties of squares, and, finding himself thereby landed in absurdities, proceeds to deny that circles have any center, from which all lines drawn to the circumference are equal.",4854_24731_000029_000007
train\real\LibriTTS\8011\8011_280922_000017_000005_011062.wav,8011,"""There, there, you have had a fright, little one!"" And I remembered particularly the thick earth stained finger with which he softly and with timid tenderness touched my quivering lips.",8011_280922_000017_000005
train\real\LibriTTS\207\207_143321_000009_000003_011063.wav,207,"I stuck my head out just now and I felt that same sort of shadow I felt this evening when we were down near the river.""",207_143321_000009_000003
train\real\LibriTTS\2589\2589_22574_000044_000000_011064.wav,2589,"'But think of those whom we must leave behind us, master Herbert. How will it fare with them?' said the lady in troubled tone, and glancing in the direction of the window.",2589_22574_000044_000000
train\real\LibriTTS\5002\5002_72876_000008_000004_011065.wav,5002,"These thoughts filled my mind, as I followed the priest from the room; and for a long time I continued to speculate upon what I had seen.",5002_72876_000008_000004
train\real\LibriTTS\7766\7766_275147_000024_000003_011066.wav,7766,My father was therefore dealing with his own property when he ordered the house to be sold.,7766_275147_000024_000003
train\real\LibriTTS\2240\2240_148521_000014_000008_011067.wav,2240,"In democratic ages, on the contrary, when the duties of each individual to the race are much more clear, devoted service to any one man becomes more rare; the bond of human affection is extended, but it is relaxed.",2240_148521_000014_000008
train\real\LibriTTS\8776\8776_270778_000027_000002_011069.wav,8776,"Do you really believe that a handful of conscienceless egoists and corruptionists could have succeeded in setting free all these evil spirits, if the millions of followers did not share in the guilt?",8776_270778_000027_000002
train\real\LibriTTS\1401\1401_174511_000015_000000_011070.wav,1401,"""You will be lonely for a time, of course, but presently you will feel quite at home in the school because you know all of my girls so well. It is not like a strange girl coming into a new school.",1401_174511_000015_000000
train\real\LibriTTS\1054\1054_143005_000075_000005_011071.wav,1054,"His grandfather had placed a little gate at the top of the stair, so that children could run and romp in the gallery without fear of accident.",1054_143005_000075_000005
train\real\LibriTTS\7553\7553_101289_000051_000000_011072.wav,7553,"Then the sultan ordered his guards to bind him, and left him there till the following day.",7553_101289_000051_000000
train\real\LibriTTS\8329\8329_279775_000025_000001_011073.wav,8329,"They talked a little while together, and then returned to the palace, where the page assisted her to mount her horse; on which she looked so beautiful, that all the new queen's splendours faded into nothing in comparison, and not one of the courtiers had eyes for any except Graciosa.",8329_279775_000025_000001
train\real\LibriTTS\1349\1349_135892_000003_000004_011075.wav,1349,"We continued a long time at table, and after we had both supped; ""Cousin,"" said he, ""you will hardly be able to guess how I have been employed since your last departure from hence, about a year past.",1349_135892_000003_000004
train\real\LibriTTS\3483\3483_174132_000017_000000_011077.wav,3483,"The light came from the end wall, and grew ever brighter until its intolerable glare caused my eyes acute pain, and involuntarily I closed them.",3483_174132_000017_000000
train\real\LibriTTS\6458\6458_232057_000082_000000_011078.wav,6458,"He sat as if incapable of action until the four figures were remote and small, and then he rose up possessed with the one idea of pursuit.",6458_232057_000082_000000
train\real\LibriTTS\8396\8396_240992_000002_000010_011079.wav,8396,"With peter and john she returned to the grave, whence, in the mean time, her former companions, having seen and conversed with the angel outside and the angel inside, had departed to find their friends.",8396_240992_000002_000010
train\real\LibriTTS\4257\4257_6397_000012_000002_011080.wav,4257,She was highly gifted in the art of human intercourse which consists in delicate shades of self forgetfulness and in the suggestion of universal comprehension.,4257_6397_000012_000002
train\real\LibriTTS\1776\1776_139035_000024_000005_011081.wav,1776,After that all he does is to sing over the snake and the mimic rainbow; sooner or later the rain will fall.,1776_139035_000024_000005
train\real\LibriTTS\1826\1826_142752_000005_000001_011082.wav,1826,"And if we cannot prove this, we also cannot prove the unreality of space and time and matter and evil, for this is deduced by Hegel from the fragmentary and relational character of these things.",1826_142752_000005_000001
train\real\LibriTTS\6694\6694_70837_000092_000000_011083.wav,6694,"""I declare the first session of the Second Congress of Soviets of Workers' and Soldiers' Deputies open!""",6694_70837_000092_000000
train\real\LibriTTS\6188\6188_73024_000006_000003_011084.wav,6188,"He was possessed of a worldly wisdom which kept him from that folly, and taught him to appreciate fully the value of independence.",6188_73024_000006_000003
train\real\LibriTTS\2592\2592_166433_000011_000000_011085.wav,2592,"He strode over to the weeping girl, and in his voice was a roughness that angered me until I realized his purpose.",2592_166433_000011_000000
train\real\LibriTTS\7525\7525_101265_000015_000000_011086.wav,7525,"'Oh, I will obey you exactly,' cried the queen, 'and if you can help me you shall have in return anything you ask for.'",7525_101265_000015_000000
train\real\LibriTTS\7051\7051_259009_000018_000002_011087.wav,7051,"The coal mines can be emptied, but so long as the sun shines and the rains fall, Niagara will remain as a source of light, heat, and power.",7051_259009_000018_000002
train\real\LibriTTS\5712\5712_48842_000005_000009_011088.wav,5712,"But the squire felt that he could not discuss the subject with her, seeing that he had been specially informed by mrs Dale that his interference would not be permitted; and then he was perhaps aware that if he did discuss the subject with Bell, he would not gain much by such discussion.",5712_48842_000005_000009
train\real\LibriTTS\5062\5062_294700_000069_000002_011090.wav,5062,"What did the change mean? ""To morrow"" was the day she had appointed for seeing my mother.",5062_294700_000069_000002
train\real\LibriTTS\7982\7982_110054_000009_000002_011091.wav,7982,"On the other hand, to think that cold and rainy weather excuses like liberties, is equally an error.",7982_110054_000009_000002
train\real\LibriTTS\2532\2532_157475_000041_000000_011092.wav,2532,"""What shall we do?"" Uncle Clem cried, ""The folks will never find him down there, for we can not tell them where he is, and they will never guess it!""",2532_157475_000041_000000
train\real\LibriTTS\8118\8118_114476_000036_000002_011093.wav,8118,"Here was a full half day for the Army of the Potomac, enough in which to destroy a divided portion of the Army of Northern Virginia.",8118_114476_000036_000002
train\real\LibriTTS\79\79_121541_000095_000000_011094.wav,79,"I saw then, for before I had not seen it, The turning and descending, by great horrors That were approaching upon divers sides.",79_121541_000095_000000
train\real\LibriTTS\899\899_126232_000028_000000_011095.wav,899,She played on and suddenly turned round; and by an unpremeditated instinct each clasped the other's hand again.,899_126232_000028_000000
train\real\LibriTTS\534\534_123059_000055_000012_011096.wav,534,"A moisture came into his eyes, and, as the whipping continued, he arose and walked irresolutely up and down.",534_123059_000055_000012
train\real\LibriTTS\7926\7926_254948_000014_000001_011097.wav,7926,"His having fallen by surprise both upon Spanish towns and ships, at a time when the two nations were at peace, rightly caused him to be regarded by a portion of society as a pirate, who tramples under foot the rights of nations.",7926_254948_000014_000001
train\real\LibriTTS\3922\3922_723_000001_000006_011098.wav,3922,"There was not one in his favor, and some witnesses introduced new, almost crushing facts, in contradiction of his, Mitya's, story.",3922_723_000001_000006
train\real\LibriTTS\8684\8684_293663_000005_000001_011099.wav,8684,"Dense, utter, impenetrable darkness reigned, and even the gibbous moon, floating overhead, seemed to give no light.",8684_293663_000005_000001
train\real\LibriTTS\3157\3157_168062_000033_000000_011100.wav,3157,"Back and forth, from dining room to pantry, from pantry to dining room, went the quick feet At last she spoke:",3157_168062_000033_000000
train\real\LibriTTS\3482\3482_170453_000021_000000_011101.wav,3482,"""I first saw her coming out of a covered cart, in very old-fashioned clothes, and looking very cold and miserable.",3482_170453_000021_000000
train\real\LibriTTS\6637\6637_69607_000028_000003_011102.wav,6637,"I was beginning to-to have some returns on myself, when the Duchess appeared on the scene.""",6637_69607_000028_000003
train\real\LibriTTS\339\339_132717_000053_000002_011103.wav,339,"He could tell us only what the others had-a land of women-no men-babies, but all girls.",339_132717_000053_000002
train\real\LibriTTS\1422\1422_149735_000023_000004_011104.wav,1422,"I used to do extra work for the Home doctor, and he would let me take his bicycle to ride around the place.",1422_149735_000023_000004
train\real\LibriTTS\6937\6937_112761_000021_000000_011105.wav,6937,"So saying he stroked the little dove, and she at once regained her natural shape.",6937_112761_000021_000000
train\real\LibriTTS\8718\8718_295446_000003_000006_011106.wav,8718,"Thomas was twenty eight and Nancy twenty three when their wedding day came. Christopher Columbus Graham, when almost one hundred years old, gave the following description of the marriage feast of the Lincoln bride and groom:",8718_295446_000003_000006
train\real\LibriTTS\3967\3967_29012_000002_000013_011108.wav,3967,When I hint that a violent rupture with our hostess would be the best thing in the world for him he gives me to understand that if his reason assents to the proposition his courage hangs woefully back.,3967_29012_000002_000013
train\real\LibriTTS\4289\4289_12723_000011_000002_011110.wav,4289,"Lay the apples on them, and close the crust tight over them-tie them up in small pieces of thick cloth, that has been well floured-put the dumplings in a pot of boiling water, and boil them an hour without any intermission-if allowed to stop boiling, they will be heavy.",4289_12723_000011_000002
train\real\LibriTTS\5029\5029_30593_000053_000000_011112.wav,5029,"""Miriam had been with us about eight months when one day she came into my room hurriedly.",5029_30593_000053_000000
train\real\LibriTTS\8791\8791_291101_000056_000006_011113.wav,8791,"He saw him looking vaguely out of the car window-saying that he couldn't stand up under it-that it was 'impossible.' He wondered if it was a bluff, after all.",8791_291101_000056_000006
train\real\LibriTTS\3781\3781_156981_000037_000003_011114.wav,3781,"Hence, throughout their troubled career the hebrews have been conscious of the presence of God and have found in him their defender and personal friend as has no other people in human history.",3781_156981_000037_000003
train\real\LibriTTS\6701\6701_71404_000003_000000_011116.wav,6701,"The next witness called was mrs Morse, who told briefly how she had been placed in charge of the upper part of the Langmore mansion shortly after the tragedy, and how she had been watching Margaret.",6701_71404_000003_000000
train\real\LibriTTS\6006\6006_57831_000033_000007_011118.wav,6006,d a a g for cavalry; then staff officer to General French. nineteen o one.,6006_57831_000033_000007
train\real\LibriTTS\2127\2127_138047_000003_000000_011119.wav,2127,"OF THE COUNSELS WHICH DON QUIXOTE GAVE SANCHO PANZA BEFORE HE SET OUT TO GOVERN THE ISLAND, TOGETHER WITH OTHER WELL CONSIDERED MATTERS",2127_138047_000003_000000
train\real\LibriTTS\708\708_129393_000013_000002_011120.wav,708,"There are other arts serving the same high purpose, but the discreet lexicographer does not name them.",708_129393_000013_000002
train\real\LibriTTS\7140\7140_72212_000058_000000_011121.wav,7140,"""Tell our Harold-my poor dear brother-that we hope his name child will be an honor to him.""",7140_72212_000058_000000
train\real\LibriTTS\4957\4957_23295_000007_000001_011122.wav,4957,"Sandford observed it, and was all humbleness, both in his words and looks, in order to soften him.",4957_23295_000007_000001
train\real\LibriTTS\8421\8421_283462_000015_000000_011123.wav,8421,"""That is a bit of specious nonsense,"" returned the ghost, throwing a quart of indignation into the face of the master of Harrowby.",8421_283462_000015_000000
train\real\LibriTTS\373\373_130977_000019_000003_011124.wav,373,"In the formation of treaties, it will regard the interest of the whole, and the particular interests of the parts as connected with that of the whole.",373_130977_000019_000003
train\real\LibriTTS\7994\7994_258959_000026_000005_011125.wav,7994,A moderate force applied to any of the senses gives the maximum clearness or pleasure. Man is constantly endeavoring to secure forces from the outer world and to adjust motion so that it will directly or indirectly best serve his purposes.,7994_258959_000026_000005
train\real\LibriTTS\4860\4860_13185_000038_000006_011127.wav,4860,"Campbell, like a skilful general, ordered his men to pursue at once the flying foe, in order to reap to the full the fruits of victory, and they ran across the open ground to deliver a volley; but on arriving at the scrub no foe was to be seen, either dead or alive.",4860_13185_000038_000006
train\real\LibriTTS\5126\5126_27504_000011_000000_011129.wav,5126,"The next dust we got into was all along of a mr Knightley, who lived a good way down to the south, and it was one of the worst things we ever were mixed up in.",5126_27504_000011_000000
train\real\LibriTTS\1734\1734_142311_000038_000003_011130.wav,1734,"I'm a poor black feckless sheep-childer may clem for aught I can do, unless, parson, yo'd help me?'",1734_142311_000038_000003
train\real\LibriTTS\7314\7314_77782_000016_000003_011131.wav,7314,You know as well as anybody else that from november fifteenth to december twenty fourth every year an epidemic of shopping is going to break out in our midst.,7314_77782_000016_000003
train\real\LibriTTS\3082\3082_165428_000027_000002_011132.wav,3082,"He told the purser he was his prisoner, and must answer the damage done to two merchants who were slaving.",3082_165428_000027_000002
train\real\LibriTTS\6233\6233_61743_000006_000002_011133.wav,6233,"Scouts were sent out in advance; and professed ""trackers"" employed to pick up, and interpret the ""sign.""",6233_61743_000006_000002
train\real\LibriTTS\724\724_123284_000014_000001_011134.wav,724,"Who would ever have imagined, under this terrestrial crust, an ocean with ebbing and flowing tides, with winds and storms?""",724_123284_000014_000001
train\real\LibriTTS\3972\3972_5791_000022_000001_011135.wav,3972,"He may die with the sword in his hand; but he will never grant an hour's repose to this country till it submits to his scepter.""",3972_5791_000022_000001
train\real\LibriTTS\6683\6683_63841_000009_000004_011136.wav,6683,"What he could have done safely, other men would have attempted to whom the attempt would have been destruction.",6683_63841_000009_000004
train\real\LibriTTS\5656\5656_44577_000012_000002_011137.wav,5656,The speaker that fires his force and emphasis at random into a sentence will not get results.,5656_44577_000012_000002
train\real\LibriTTS\6643\6643_67858_000035_000002_011138.wav,6643,"She thought of the little compass on board the Butterfly, and wondered if a compass would help anyone find her way on land as well as on the sea.",6643_67858_000035_000002
train\real\LibriTTS\5583\5583_41259_000002_000000_011139.wav,5583,Alas! my fears were but too fully justified; she grew gradually worse-and I daily became more alarmed for her.,5583_41259_000002_000000
train\real\LibriTTS\5984\5984_56837_000020_000002_011140.wav,5984,"They found it impossible to converse on indifferent subjects, and proceeded home in silence.",5984_56837_000020_000002
train\real\LibriTTS\3009\3009_10327_000021_000003_011141.wav,3009,Therefore everything which is in a genus is composed of matter and form.,3009_10327_000021_000003
train\real\LibriTTS\2531\2531_156720_000020_000003_011142.wav,2531,"I realize that mathematics, Greek, and Latin are excellent for the discipline of the mind.",2531_156720_000020_000003
train\real\LibriTTS\6373\6373_65772_000024_000005_011143.wav,6373,"I determined to depart, yet live-to leave the world, yet continue to exist-in short, to drop enigmas, I resolved, let what would ensue, to force a passage, if I could, to the moon.",6373_65772_000024_000005
train\real\LibriTTS\2056\2056_143893_000002_000009_011144.wav,2056,Such a ceremony would be odious and monstrous; she tried to shut her eyes to it meanwhile.,2056_143893_000002_000009
train\real\LibriTTS\7594\7594_81881_000012_000000_011145.wav,7594,"""That's the advantage of a belief in the Almighty's personal interest,"" he answered, with a touch of irony: ""whatever happens, one is not easily disillusioned.""",7594_81881_000012_000000
train\real\LibriTTS\119\119_129514_000022_000005_011146.wav,119,"He then distinctly perceived caverns frequented by hippopotami, green mountains bordered by golden lace work, sheep with horns of ivory, a white species of deer and inhabitants with membranous wings, like bats.",119_129514_000022_000005
train\real\LibriTTS\4427\4427_20023_000003_000000_011147.wav,4427,"See that little boy, who, having put on his father's spectacles, is enjoying for the first time a clear and distinct view of the evening sky.",4427_20023_000003_000000
train\real\LibriTTS\7594\7594_101832_000032_000000_011148.wav,7594,"""Oh, that's easy,"" laughed Kobay; ""just put me in the mud and rub my back with your paw until my shell comes off.""",7594_101832_000032_000000
train\real\LibriTTS\2758\2758_86588_000006_000001_011149.wav,2758,"And the result of the investigation was that the two hundred were in advance of the one hundred and ten thousand in every branch-geography, arithmetic, history, and so on.",2758_86588_000006_000001
train\real\LibriTTS\5914\5914_52087_000025_000000_011150.wav,5914,"Shape of Bullets.--Round iron bullets are worthless, except at very close quarters, on account of the lightness of the metal: for the resistance of the air checks their force extremely.",5914_52087_000025_000000
train\real\LibriTTS\7569\7569_102232_000017_000004_011151.wav,7569,"Some of his comrades remember still his bursts of righteous wrath, when a boy, against the wanton murder of turtles and other creatures.",7569_102232_000017_000004
train\real\LibriTTS\2531\2531_156718_000010_000003_011152.wav,2531,"He felt so tight and shivery inside that he didn't know whether he wanted to laugh, or cry, or both.",2531_156718_000010_000003
train\real\LibriTTS\7926\7926_254948_000010_000000_011153.wav,7926,The facts given by Drake with regard to the Indians of California are almost the only ones which he furnishes upon the manners and customs of the nations which he visited.,7926_254948_000010_000000
train\real\LibriTTS\7816\7816_108620_000008_000000_011154.wav,7816,"I have, since this period, vainly endeavoured to obtain some clew to the hideous uncertainty which enveloped the fate of the stranger.",7816_108620_000008_000000
train\real\LibriTTS\5290\5290_26685_000055_000002_011155.wav,5290,She only thought that she must be brave and try-try to think how to reach David's people.,5290_26685_000055_000002
train\real\LibriTTS\3157\3157_68361_000005_000003_011156.wav,3157,One writer says that of all the countries in the world Venezuela is the one for which God has done the most and man has done the least.,3157_68361_000005_000003
train\real\LibriTTS\7553\7553_101278_000015_000000_011157.wav,7553,"The following day each man brought every bowl and vessel he could find at home, and Hassebu filled them all with honey.",7553_101278_000015_000000
train\real\LibriTTS\3945\3945_29110_000038_000001_011158.wav,3945,"The mountain before him might be eight hundred feet high, and was only a portion of a long unbroken range, savagely wooded, which followed the stream.",3945_29110_000038_000001
train\real\LibriTTS\3781\3781_156981_000026_000004_011159.wav,3781,"Parallel to these are deep, hot and for the most part waterless valleys.",3781_156981_000026_000004
train\real\LibriTTS\637\637_127579_000016_000002_011160.wav,637,"The delicious liquid soon bubbles round the fruit, and leaves it at last just peeping above its surface.",637_127579_000016_000002
train\real\LibriTTS\8474\8474_281188_000018_000001_011161.wav,8474,"He then listened, but not hearing or perceiving anything whereby he could judge that his companions stirred, he began to grow very uneasy, threw stones a second and also a third time, and could not comprehend the reason that none of them should answer his signal.",8474_281188_000018_000001
train\real\LibriTTS\4967\4967_28868_000022_000003_011163.wav,4967,"She knew that the Duke would be struck with horror as he read of such a tale, and she found herself almost struck with horror as she attempted to write it.",4967_28868_000022_000003
train\real\LibriTTS\882\882_123266_000030_000000_011164.wav,882,"We had to cross a few narrow fiords, and at last quite a wide gulf; the tide, then high, allowed us to pass over without delay, and to reach the hamlet of Alftanes, one mile beyond.",882_123266_000030_000000
train\real\LibriTTS\1241\1241_121106_000060_000001_011165.wav,1241,"Danglars defended himself with the baseness, but at the same time with the assurance, of a man who speaks the truth, at least in part, if not wholly-not for conscience' sake, but through fear. Besides, what was Morcerf seeking?",1241_121106_000060_000001
train\real\LibriTTS\5389\5389_41911_000012_000000_011167.wav,5389,"One day, when he was away hunting, one of the Draken came up to get provisions, not knowing that there was anyone in the castle.",5389_41911_000012_000000
train\real\LibriTTS\2156\2156_82458_000040_000000_011168.wav,2156,"When his legs were free, the ""Kid"" danced a jig on the little front porch, where many people, who had run out to the sidewalk across the street, on hearing the shots, were witnesses to this free show, which couldn't be beat for money.",2156_82458_000040_000000
train\real\LibriTTS\3967\3967_29012_000002_000006_011170.wav,3967,"He's perpetually detailed for this job, and he tells me it has a peculiarly exhausting effect.",3967_29012_000002_000006
train\real\LibriTTS\8575\8575_290350_000003_000002_011171.wav,8575,"These yet, by their presumed and apparent equality, serve as well to reckon time by (though not to measure the parts of duration exactly) as if they could be proved to be exactly equal.",8575_290350_000003_000002
train\real\LibriTTS\8820\8820_294114_000017_000003_011172.wav,8820,"Never had they appeared so insignificant and paltry as then, when he sniffed over them with the air of one disdainfully doing a disagreeable task.",8820_294114_000017_000003
train\real\LibriTTS\176\176_123270_000011_000000_011173.wav,176,"But, however short was my examination of this well, I had taken some account of its conformation.",176_123270_000011_000000
train\real\LibriTTS\7933\7933_113273_000013_000001_011174.wav,7933,"He used to keep her locked in the moldy cellar and gave her so little to eat that she would creep into the office at night (she had found a key that fitted the door) to pick up the bits of bread that Dick Swiveller, Brass's clerk, had left when he ate his luncheon.",7933_113273_000013_000001
train\real\LibriTTS\3307\3307_145145_000028_000000_011175.wav,3307,"When laying time is at hand, the Spider changes her residence; she abandons her web in excellent condition; she does not return to it.",3307_145145_000028_000000
train\real\LibriTTS\511\511_131228_000026_000001_011176.wav,511,"Usually these things of the accursed have been hushed up or disregarded-suppressed like the seven black rains of Slains-but, upon march third eighteen seventy six, something occurred, in Bath county kentucky, that brought many newspaper correspondents to the scene.",511_131228_000026_000001
train\real\LibriTTS\7245\7245_104890_000078_000000_011178.wav,7245,"I looked at sunrise once, And then I looked at them, And wishfulness in me arose For circumstance the same.",7245_104890_000078_000000
train\real\LibriTTS\1487\1487_133273_000000_000006_011179.wav,1487,The President of the United States is responsible for his actions; but the person of the King is declared inviolable by the French Charter.,1487_133273_000000_000006
train\real\LibriTTS\1463\1463_134465_000030_000000_011180.wav,1463,"'You can imagine that this was the very kind of crowd for my purpose. I knew of old its little ways, for with all its orthodoxy it dabbled a good deal in magic, and owed half its power to its atmosphere of the uncanny.",1463_134465_000030_000000
train\real\LibriTTS\6120\6120_14976_000029_000002_011181.wav,6120,"Why, I feel as if I'd lived years since day before yesterday, and I don't feel as if they'd half enjoyed anything.",6120_14976_000029_000002
train\real\LibriTTS\3869\3869_699_000008_000013_011182.wav,3869,"He always spoke in a tone that suggested that those two had some kind of compact, some secret between them, that had at some time been expressed on both sides, only known to them and beyond the comprehension of those around them.",3869_699_000008_000013
train\real\LibriTTS\8075\8075_279233_000004_000000_011184.wav,8075,"I am qualified to put forth such an article because of two weeks' service in my own back yard, doing my bit for peter Henderson and planting all sorts of things in the ground without the slightest expectation of ever seeing anything of any of them again.",8075_279233_000004_000000
train\real\LibriTTS\6395\6395_84349_000007_000007_011186.wav,6395,"On the eighth of June he told one of his keepers, ""I have something to tell you!"" but the man waited in vain for the revelation, for whilst he listened the poor child's life had passed away.",6395_84349_000007_000007
train\real\LibriTTS\6927\6927_86043_000016_000003_011187.wav,6927,"Now, the merchant was usually a most honest man, but he did not quite like to describe Wali Dad in his true light as an old man whose income was five halfpence a day, and who had hardly clothes to cover him.",6927_86043_000016_000003
train\real\LibriTTS\3972\3972_170212_000033_000000_011189.wav,3972,"""Glory to God in the highest, and on earth peace, good will towards men!""",3972_170212_000033_000000
train\real\LibriTTS\6037\6037_59234_000010_000005_011190.wav,6037,"And she is by the side of the poor who have lost their all by pillage or fire; by the side of the wounded who are suffering or dying; to them, too, she is a companion, comforting the lowliest with her adorable simplicity, shedding on all the increasing bounty of her exquisite compassion.",6037_59234_000010_000005
train\real\LibriTTS\8050\8050_110238_000005_000000_011192.wav,8050,"Our breakfast table was cleared early, and Holmes waited in his dressing gown for the promised interview.",8050_110238_000005_000000
train\real\LibriTTS\3003\3003_12539_000019_000002_011193.wav,3003,"All my accumulations were swept away, and I quit the business-or, rather, the business quit me.",3003_12539_000019_000002
train\real\LibriTTS\5724\5724_13364_000031_000004_011194.wav,5724,Every night-at least after Miss March went away-he usually found me sitting there.,5724_13364_000031_000004
train\real\LibriTTS\7926\7926_254949_000004_000002_011195.wav,7926,"As for De Noort, who had now with him only one yacht besides his own vessel, he cast anchor at the island of Mocha, and, unlike the experience of his predecessors, he was very well received by the natives.",7926_254949_000004_000002
train\real\LibriTTS\8575\8575_290349_000007_000000_011196.wav,8575,"To understand TIME and ETERNITY aright, we ought with attention to consider what idea it is we have of DURATION, and how we came by it.",8575_290349_000007_000000
train\real\LibriTTS\5261\5261_19371_000028_000001_011197.wav,5261,"In eighteen forty five another was found, however, in Germany, and a few weeks later two others by mr Hind in England.",5261_19371_000028_000001
train\real\LibriTTS\7995\7995_280250_000029_000001_011198.wav,7995,"""Who can prove that it may not be curved, under certain conditions, or refracted in some places in a way that is not possible elsewhere?",7995_280250_000029_000001
